order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
3966,19,54,Grilled Chicken Sandwich,2023-01-24,20:23:32,Completed,304
9483,6,43,Samosa,2023-07-04,20:23:27,Completed,658
7898,9,4,Paneer Butter Masala,2023-10-04,20:23:07,Completed,511
4947,16,51,Butter Chicken,2023-11-30,20:23:01,Completed,429
8606,4,52,Prawn Masala,2023-12-11,20:22:56,Not Fulfilled,563
1512,3,50,Pasta Alfredo,2023-12-08,20:22:52,Completed,301
5902,19,43,Egg Curry,2023-07-31,20:22:48,Completed,476
428,21,53,Masala Dosa,2023-11-13,20:22:43,Completed,517
836,8,20,Pizza,2023-05-06,20:22:38,Completed,338
2081,20,56,Chicken Shawarma,2023-09-05,20:22:34,Completed,233
1638,10,30,Masala Dosa,2023-07-17,20:22:32,Completed,532
1180,8,26,Masala Dosa,2023-10-25,20:22:29,Completed,490
5376,15,25,Chicken Shawarma,2023-01-14,20:22:29,Completed,218
215,9,24,Paneer Tikka,2023-04-09,20:22:20,Completed,251
5816,18,27,Grilled Chicken Sandwich,2023-02-28,20:22:16,Completed,240
9182,4,55,Vegetable Fried Rice,2023-10-01,20:21:58,Completed,334
1875,17,32,Dal Makhani,2023-03-20,20:21:53,Completed,338
2284,11,28,Chicken Shawarma,2023-09-26,20:21:51,Completed,208
9029,7,32,Egg Curry,2023-03-09,20:21:32,Completed,238
6914,7,55,Lamb Kebab,2023-11-10,20:21:27,Completed,324
340,22,57,Masala Dosa,2023-08-27,20:21:25,Completed,304
2954,17,22,Butter Chicken,2023-10-29,20:21:24,Completed,489
3630,7,13,Pasta Alfredo,2023-02-13,20:21:20,Not Fulfilled,275
6903,7,46,Burger,2023-09-30,20:21:08,Completed,591
8350,8,28,Pasta Alfredo,2023-04-18,20:21:06,Completed,307
869,8,14,Pasta Alfredo,2023-01-28,20:21:01,Completed,263
6739,6,34,Mutton Biryani,2023-12-04,20:21:00,Completed,597
9449,6,32,Pizza,2023-08-31,20:20:38,Completed,226
9606,9,33,Hyderabadi Biryani,2023-08-13,20:20:33,Completed,572
6011,21,2,Vegetable Fried Rice,2023-06-24,20:20:07,Completed,319
3606,6,13,Paneer Lababdar,2023-03-21,20:19:51,Completed,366
6514,4,27,Chicken Biryani,2023-08-21,20:19:39,Completed,522
8140,5,36,Butter Chicken,2023-01-26,20:19:31,Completed,201
4610,17,7,Burger,2023-01-17,20:19:25,Completed,242
1888,12,26,Chicken Shawarma,2023-05-31,20:19:21,Completed,446
3661,10,57,Paneer Butter Masala,2023-09-20,20:19:14,Completed,310
6996,4,54,Prawn Masala,2023-06-11,20:19:06,Completed,313
7386,4,24,Paneer Lababdar,2023-04-12,20:19:04,Completed,347
4844,22,43,Grilled Chicken Sandwich,2023-05-03,20:18:53,Completed,250
7115,6,54,Masala Dosa,2023-11-28,20:18:34,Completed,657
318,16,27,Chicken Biryani,2023-12-05,20:18:22,Completed,225
8549,7,39,Paneer Tikka,2023-04-15,20:18:19,Not Fulfilled,679
4133,16,8,Masala Dosa,2023-06-15,20:18:12,Completed,213
2960,18,34,Mutton Rogan Josh,2023-02-12,20:18:11,Completed,241
2769,21,29,Dal Makhani,2023-08-27,20:18:09,Completed,214
9765,7,56,Chicken Shawarma,2023-09-26,20:18:00,Completed,314
3094,15,26,Masala Dosa,2023-03-17,20:17:57,Completed,252
247,11,39,Pizza,2023-10-12,20:17:44,Completed,337
9187,7,48,Samosa,2023-07-20,20:17:44,Completed,688
7343,6,17,Vegetable Fried Rice,2023-10-14,20:17:28,Completed,347
4877,16,36,Mutton Rogan Josh,2023-08-04,20:17:21,Completed,313
7378,7,45,Burger,2023-11-08,20:17:20,Completed,523
3970,18,41,Chicken Biryani,2023-06-25,20:17:18,Completed,240
5622,18,49,Lamb Kebab,2023-02-14,20:17:15,Completed,432
6624,7,29,Paneer Butter Masala,2023-03-23,20:16:54,Completed,473
8206,6,15,Chicken Biryani,2023-12-23,20:16:54,Completed,220
3922,12,44,Burger,2023-04-30,20:16:51,Completed,419
3014,12,5,Chicken Biryani,2023-12-05,20:16:46,Completed,275
6205,21,58,Dal Makhani,2023-07-12,20:16:36,Completed,257
7798,8,38,Lamb Kebab,2023-09-30,20:16:30,Completed,672
2182,17,51,Masala Dosa,2023-10-10,20:16:28,Completed,304
5012,19,34,Vegetable Fried Rice,2023-03-07,20:16:14,Completed,235
9845,5,38,Chicken Shawarma,2023-11-14,20:16:13,Completed,260
3345,22,9,Chicken Biryani,2023-10-01,20:16:00,Not Fulfilled,273
5644,15,26,Grilled Chicken Sandwich,2023-12-20,20:15:43,Completed,216
1632,11,1,Butter Chicken,2023-02-23,20:15:25,Completed,241
3367,7,60,Pasta Alfredo,2023-10-28,20:15:10,Completed,307
20,16,54,Lamb Kebab,2024-01-20,20:15:00,Completed,495
6282,16,32,Hyderabadi Biryani,2023-10-16,20:14:56,Completed,264
4651,17,25,Lamb Kebab,2023-11-18,20:14:52,Completed,334
4056,21,2,Paneer Butter Masala,2023-07-06,20:14:48,Completed,242
4278,16,49,Paneer Butter Masala,2023-04-22,20:14:39,Completed,343
1053,13,15,Egg Curry,2023-06-14,20:14:32,Completed,223
7810,5,22,Chicken Shawarma,2023-04-12,20:14:22,Completed,598
5646,22,22,Fish Curry,2023-11-18,20:14:20,Completed,311
6184,22,24,Masala Dosa,2023-12-27,20:14:01,Completed,310
8173,8,17,Butter Chicken,2023-09-27,20:13:52,Completed,212
9830,7,50,Lamb Kebab,2023-10-05,20:13:24,Completed,337
4389,17,21,Chole Bhature,2023-04-30,20:13:18,Completed,343
3701,6,1,Prawn Masala,2023-06-04,20:13:17,Not Fulfilled,488
5946,21,16,Chicken Shawarma,2023-04-01,20:13:17,Completed,417
6035,22,7,Dal Makhani,2023-06-05,20:13:05,Completed,256
1372,15,35,Chicken Biryani,2023-11-28,20:12:55,Completed,213
5785,17,26,Masala Dosa,2023-07-12,20:12:55,Completed,429
3077,7,47,Butter Chicken,2023-12-26,20:12:49,Completed,255
7319,8,4,Masala Dosa,2023-02-18,20:12:38,Completed,289
5047,18,13,Masala Dosa,2023-12-30,20:12:23,Completed,284
9853,9,36,Vegetable Fried Rice,2023-08-14,20:12:02,Completed,263
3386,9,40,Burger,2023-02-23,20:11:38,Completed,486
6141,20,23,Paneer Tikka,2023-01-11,20:11:28,Completed,642
7171,9,29,Chicken Shawarma,2023-02-20,20:11:27,Completed,478
7989,6,26,Paneer Butter Masala,2023-05-06,20:11:27,Completed,215
7185,4,35,Grilled Chicken Sandwich,2023-04-27,20:11:25,Completed,326
3402,11,37,Paneer Butter Masala,2023-09-28,20:11:23,Completed,309
4209,16,47,Chicken Biryani,2023-04-26,20:11:23,Completed,319
7873,5,9,Pasta Alfredo,2023-12-21,20:11:22,Completed,304
8910,4,1,Vegetable Fried Rice,2023-09-30,20:11:22,Completed,223
3349,18,30,Hyderabadi Biryani,2023-09-13,20:11:18,Completed,212
865,18,58,Pasta Alfredo,2023-11-09,20:11:14,Completed,480
5802,18,60,Pasta Alfredo,2023-10-05,20:10:56,Completed,270
4230,19,22,Fish Curry,2023-03-16,20:10:54,Completed,328
686,13,56,Pasta Alfredo,2023-10-30,20:10:41,Completed,279
5499,15,55,Lamb Kebab,2023-11-13,20:10:41,Completed,203
8976,4,3,Dal Makhani,2023-03-19,20:10:38,Completed,307
2545,8,60,Mutton Rogan Josh,2023-11-22,20:10:35,Completed,381
1488,13,1,Chole Bhature,2023-05-18,20:10:34,Completed,316
1992,4,22,Mutton Rogan Josh,2023-09-14,20:09:56,Completed,360
9573,6,33,Lamb Kebab,2023-08-19,20:09:50,Completed,319
2262,17,39,Masala Dosa,2023-08-07,20:09:41,Completed,337
9645,6,36,Chole Bhature,2023-07-22,20:09:30,Completed,206
6678,5,50,Masala Dosa,2023-07-05,20:09:27,Completed,304
6889,4,4,Chicken Shawarma,2023-10-29,20:09:24,Completed,238
4860,18,7,Paneer Butter Masala,2023-11-23,20:09:21,Completed,312
314,4,4,Paneer Tikka,2023-11-06,20:09:15,Completed,336
1082,14,1,Masala Dosa,2023-05-15,20:09:12,Completed,246
7803,6,52,Butter Chicken,2023-04-29,20:09:11,Completed,290
4969,18,41,Hyderabadi Biryani,2023-01-08,20:09:00,Completed,209
8562,4,57,Lamb Kebab,2023-07-04,20:08:55,Completed,207
1521,4,39,Hyderabadi Biryani,2023-08-28,20:08:46,Completed,276
5418,18,52,Pasta Alfredo,2023-10-12,20:08:33,Completed,326
1045,19,60,Mutton Rogan Josh,2023-11-20,20:08:32,Completed,383
8165,6,35,Paneer Butter Masala,2023-12-13,20:08:26,Completed,255
7139,8,1,Lamb Kebab,2023-04-09,20:08:15,Completed,516
4366,16,26,Mutton Rogan Josh,2023-05-08,20:08:13,Completed,246
8305,7,20,Burger,2023-06-28,20:08:11,Completed,682
5433,17,6,Mutton Biryani,2023-09-16,20:07:52,Completed,308
4974,18,29,Prawn Masala,2023-11-01,20:07:32,Completed,292
9715,6,18,Lamb Kebab,2023-02-06,20:07:16,Completed,302
8533,9,43,Masala Dosa,2023-05-07,20:07:10,Completed,328
6082,16,22,Paneer Butter Masala,2023-10-26,20:07:06,Completed,325
6874,9,23,Vegetable Fried Rice,2023-09-28,20:06:57,Completed,260
9434,7,51,Fish Curry,2023-02-12,20:06:48,Completed,251
992,3,3,Paneer Butter Masala,2023-09-17,20:06:42,Completed,266
480,2,39,Chicken Biryani,2023-05-17,20:06:33,Completed,275
6813,9,31,Masala Dosa,2023-12-15,20:06:31,Completed,199
6038,22,28,Butter Chicken,2023-05-25,20:06:23,Completed,328
8579,8,46,Prawn Masala,2023-05-19,20:06:22,Completed,240
4125,22,19,Lamb Kebab,2023-01-20,20:06:17,Completed,222
2628,14,43,Paneer Butter Masala,2023-10-07,20:06:13,Completed,223
7583,7,14,Mutton Biryani,2023-10-02,20:06:03,Completed,296
3391,18,8,Butter Chicken,2023-07-15,20:05:54,Completed,237
8324,7,8,Butter Chicken,2023-04-25,20:05:34,Completed,285
4697,17,60,Mutton Rogan Josh,2023-02-21,20:05:20,Completed,241
295,11,19,Chicken Shawarma,2023-04-30,20:05:14,Completed,201
6540,7,34,Masala Dosa,2023-08-15,20:05:14,Completed,199
6048,22,42,Pasta Alfredo,2023-03-13,20:05:11,Completed,240
5492,17,56,Mutton Biryani,2023-07-10,20:04:56,Completed,341
3467,4,15,Masala Dosa,2023-10-03,20:04:53,Completed,283
8213,9,41,Chicken Biryani,2023-10-27,20:04:37,Completed,267
614,7,14,Vegetable Fried Rice,2023-02-20,20:04:16,Completed,410
7577,9,12,Fish Curry,2023-08-06,20:04:02,Completed,286
3117,22,30,Mutton Rogan Josh,2023-08-04,20:03:52,Completed,266
7945,5,47,Pasta Alfredo,2023-04-12,20:03:52,Completed,714
7714,8,25,Dal Makhani,2023-03-14,20:03:40,Completed,302
6673,9,5,Masala Dosa,2023-04-14,20:03:39,Completed,257
9854,5,8,Mutton Biryani,2023-10-25,20:03:32,Completed,316
1460,8,53,Mutton Rogan Josh,2023-10-09,20:03:09,Completed,238
8086,8,34,Vegetable Fried Rice,2023-10-26,20:03:05,Completed,206
3875,18,30,Vegetable Fried Rice,2023-04-04,20:03:04,Completed,517
9431,4,47,Pizza,2023-12-22,20:03:00,Completed,328
8991,6,20,Chicken Shawarma,2023-06-11,20:02:50,Completed,238
7304,7,3,Dal Makhani,2023-10-20,20:02:35,Completed,594
6609,9,32,Burger,2023-11-18,20:02:30,Completed,608
4292,16,30,Masala Dosa,2023-05-21,20:02:29,Completed,499
129,6,46,Chole Bhature,2023-06-08,20:02:27,Completed,224
4912,17,59,Burger,2023-06-22,20:02:24,Completed,543
4194,22,37,Paneer Butter Masala,2023-05-19,20:02:22,Completed,203
5403,18,23,Butter Chicken,2023-03-21,20:02:21,Completed,287
1739,15,38,Paneer Butter Masala,2023-08-20,20:02:20,Completed,222
5412,20,1,Paneer Butter Masala,2023-10-17,20:02:18,Completed,462
5968,21,21,Grilled Chicken Sandwich,2023-09-28,20:02:11,Completed,221
1088,8,28,Chicken Biryani,2023-12-22,20:02:07,Completed,215
5845,21,43,Lamb Kebab,2023-11-16,20:02:04,Completed,494
9764,6,10,Lamb Kebab,2023-08-04,20:01:57,Completed,637
6907,4,34,Chicken Biryani,2023-05-31,20:01:44,Completed,676
5617,18,14,Paneer Butter Masala,2023-09-19,20:01:40,Completed,213
6530,7,57,Paneer Tikka,2023-05-20,20:01:34,Completed,698
3305,20,30,Masala Dosa,2023-04-22,20:01:13,Not Fulfilled,293
8454,9,25,Chicken Biryani,2023-12-05,20:01:13,Completed,334
8687,4,29,Burger,2023-06-25,20:01:12,Completed,308
7245,4,26,Vegetable Fried Rice,2023-11-14,20:00:59,Completed,293
1293,13,27,Chole Bhature,2023-06-21,20:00:53,Completed,237
1678,15,48,Masala Dosa,2023-09-09,20:00:50,Completed,308
1624,1,10,Chicken Biryani,2023-09-14,20:00:49,Completed,451
2859,3,4,Masala Dosa,2023-01-25,20:00:48,Completed,224
557,21,33,Paneer Butter Masala,2023-05-08,20:00:44,Completed,238
9922,6,5,Vegetable Fried Rice,2023-10-12,20:00:40,Completed,249
3967,18,21,Paneer Butter Masala,2023-03-18,20:00:38,Completed,261
8893,6,23,Chicken Tikka,2023-10-11,20:00:37,Completed,550
7056,6,30,Grilled Chicken Sandwich,2023-07-28,20:00:35,Completed,341
9054,6,51,Lamb Kebab,2023-04-05,20:00:33,Completed,310
3141,10,17,Fish Curry,2023-03-14,20:00:29,Completed,236
179,10,1,Masala Dosa,2023-07-31,20:00:28,Completed,282
838,21,23,Mutton Rogan Josh,2023-03-04,20:00:28,Completed,334
7725,9,20,Butter Chicken,2023-11-17,20:00:26,Completed,295
5265,22,13,Burger,2023-12-18,20:00:25,Completed,407
202,3,11,Lamb Kebab,2023-02-04,20:00:22,Completed,334
8053,7,60,Hyderabadi Biryani,2023-06-29,20:00:21,Completed,348
4269,16,18,Paneer Butter Masala,2023-01-08,20:00:15,Completed,227
1083,20,38,Mutton Rogan Josh,2023-01-04,20:00:12,Completed,209
5578,15,45,Chole Bhature,2023-01-21,20:00:10,Completed,340
7718,6,24,Burger,2023-05-25,20:00:10,Completed,250
7594,9,23,Dal Makhani,2023-02-15,20:00:06,Completed,265
4772,19,26,Mutton Rogan Josh,2023-03-23,20:00:03,Completed,312
9505,8,34,Hyderabadi Biryani,2023-11-29,20:00:03,Completed,564
9262,6,17,Chicken Tikka,2023-05-24,20:00:02,Completed,337
13,4,21,Chicken Shawarma,2024-01-13,20:00:00,Completed,228
9917,9,36,Mutton Biryani,2023-09-01,19:59:54,Completed,337
9131,4,15,Egg Curry,2023-09-16,19:59:51,Completed,508
5531,16,27,Butter Chicken,2023-02-18,19:59:50,Completed,244
4859,17,39,Butter Chicken,2023-10-19,19:59:44,Completed,419
2912,8,42,Paneer Lababdar,2023-09-06,19:59:40,Completed,277
1107,5,45,Pasta Alfredo,2023-09-28,19:59:25,Completed,290
8034,8,3,Paneer Lababdar,2023-05-29,19:59:04,Completed,201
9789,7,19,Pizza,2023-07-24,19:59:04,Completed,527
9958,8,50,Lamb Kebab,2023-07-20,19:58:49,Completed,639
5399,22,18,Pasta Alfredo,2023-08-25,19:58:46,Completed,241
3723,1,54,Paneer Tikka,2023-12-29,19:58:38,Not Fulfilled,240
1794,22,3,Paneer Lababdar,2023-06-23,19:58:32,Completed,341
8367,9,15,Hyderabadi Biryani,2023-01-27,19:58:20,Completed,287
2459,3,32,Masala Dosa,2023-06-05,19:58:13,Completed,279
87,13,9,Hyderabadi Biryani,2023-11-19,19:57:57,Completed,338
6533,5,22,Masala Dosa,2023-03-21,19:57:48,Completed,617
5568,15,9,Grilled Chicken Sandwich,2023-12-21,19:57:35,Completed,215
7058,4,25,Chicken Biryani,2023-12-01,19:57:33,Completed,336
9441,4,15,Lamb Kebab,2023-10-05,19:57:20,Completed,245
3221,21,3,Vegetable Fried Rice,2023-11-21,19:57:12,Not Fulfilled,307
8491,8,22,Mutton Rogan Josh,2023-01-21,19:57:02,Completed,245
117,11,31,Mutton Rogan Josh,2023-12-01,19:56:54,Completed,548
5762,20,44,Hyderabadi Biryani,2023-09-16,19:56:42,Completed,312
3971,21,29,Dal Makhani,2023-08-28,19:56:27,Completed,269
907,17,44,Burger,2023-07-01,19:56:20,Completed,328
8691,6,22,Hyderabadi Biryani,2023-09-13,19:56:12,Completed,300
507,22,31,Pasta Alfredo,2023-02-25,19:56:00,Completed,222
3200,10,32,Hyderabadi Biryani,2023-12-15,19:55:35,Not Fulfilled,286
4640,16,29,Grilled Chicken Sandwich,2023-04-18,19:55:19,Completed,294
6199,20,9,Fish Curry,2023-10-07,19:55:14,Completed,309
8998,6,31,Prawn Masala,2023-07-09,19:55:13,Completed,536
701,17,25,Burger,2023-09-17,19:55:11,Completed,302
3770,20,52,Masala Dosa,2023-10-18,19:55:10,Completed,332
3243,15,35,Mutton Rogan Josh,2023-10-22,19:55:07,Completed,317
5862,15,6,Fish Curry,2023-06-22,19:55:02,Completed,298
7507,6,54,Fish Curry,2023-04-02,19:55:02,Completed,318
9744,4,54,Lamb Kebab,2023-08-03,19:55:01,Completed,304
3820,14,17,Butter Chicken,2023-03-27,19:55:00,Completed,215
5191,18,3,Pasta Alfredo,2023-01-31,19:54:58,Completed,312
4680,22,52,Mutton Rogan Josh,2023-01-15,19:54:45,Completed,305
8529,7,47,Butter Chicken,2023-01-23,19:54:41,Not Fulfilled,344
1365,4,15,Prawn Masala,2023-10-01,19:54:19,Completed,337
2402,16,39,Chole Bhature,2023-08-20,19:54:08,Completed,281
9089,8,24,Mutton Biryani,2023-02-08,19:54:03,Completed,249
7590,8,43,Mutton Rogan Josh,2023-09-26,19:54:00,Completed,227
4291,18,20,Chicken Biryani,2023-07-16,19:53:40,Completed,302
8525,4,60,Paneer Tikka,2023-06-23,19:53:40,Completed,224
1306,19,53,Hyderabadi Biryani,2023-02-13,19:53:38,Completed,342
417,3,28,Egg Curry,2023-04-15,19:53:30,Completed,309
8906,5,41,Lamb Kebab,2023-11-13,19:53:12,Completed,244
7728,4,11,Dal Makhani,2023-01-24,19:53:10,Completed,350
5583,20,25,Fish Curry,2023-03-02,19:53:06,Completed,334
4614,16,14,Vegetable Fried Rice,2023-07-30,19:53:02,Completed,332
997,17,52,Pasta Alfredo,2023-01-11,19:53:00,Completed,338
7010,5,30,Dal Makhani,2023-03-08,19:52:51,Completed,513
1701,14,48,Paneer Butter Masala,2023-07-25,19:52:34,Completed,310
991,1,21,Chicken Biryani,2023-06-16,19:52:25,Completed,517
1276,12,60,Hyderabadi Biryani,2023-01-21,19:52:18,Completed,266
5163,22,6,Masala Dosa,2023-09-24,19:52:03,Completed,231
471,3,57,Mutton Rogan Josh,2023-11-22,19:52:00,Completed,204
5520,18,17,Burger,2023-03-22,19:51:57,Completed,297
7441,4,14,Pasta Alfredo,2023-04-24,19:51:45,Completed,541
331,10,20,Hyderabadi Biryani,2023-09-01,19:51:38,Completed,249
6235,19,11,Egg Curry,2023-12-03,19:51:28,Completed,207
4432,16,46,Masala Dosa,2023-07-07,19:51:27,Completed,349
1583,21,15,Mutton Biryani,2023-02-05,19:51:16,Completed,309
844,16,48,Pasta Alfredo,2023-07-22,19:51:14,Completed,298
5704,20,28,Chicken Biryani,2023-10-08,19:51:09,Completed,293
2299,18,4,Lamb Kebab,2023-01-13,19:51:07,Completed,535
9215,9,59,Burger,2023-12-16,19:51:02,Completed,257
1389,4,31,Pasta Alfredo,2023-04-12,19:51:00,Completed,226
3394,1,32,Mutton Biryani,2023-06-10,19:50:54,Completed,287
7839,4,56,Mutton Rogan Josh,2023-12-01,19:50:50,Completed,229
8576,5,24,Vegetable Fried Rice,2023-11-03,19:50:48,Completed,345
2078,17,12,Grilled Chicken Sandwich,2023-09-04,19:50:26,Completed,327
5161,17,39,Chicken Biryani,2023-12-30,19:50:26,Completed,235
9451,7,7,Chicken Shawarma,2023-03-03,19:50:19,Completed,698
2150,18,56,Chicken Shawarma,2023-08-13,19:50:14,Completed,288
1953,22,38,Masala Dosa,2023-04-26,19:50:11,Completed,260
4185,22,59,Egg Curry,2023-11-07,19:50:05,Completed,202
3026,19,45,Mutton Biryani,2023-08-02,19:50:01,Completed,282
1154,17,29,Fish Curry,2023-06-27,19:50:00,Completed,250
870,8,53,Chicken Biryani,2023-01-21,19:49:56,Completed,350
4260,15,39,Vegetable Fried Rice,2023-07-07,19:49:51,Completed,306
6350,22,3,Chicken Shawarma,2023-04-12,19:49:51,Completed,589
9566,5,41,Chicken Shawarma,2023-03-22,19:49:51,Completed,341
606,2,59,Masala Dosa,2023-11-27,19:49:48,Completed,203
6465,17,6,Chole Bhature,2023-01-03,19:49:36,Completed,255
6733,5,16,Mutton Rogan Josh,2023-11-11,19:49:27,Completed,286
7018,4,31,Hyderabadi Biryani,2023-05-06,19:49:23,Completed,200
9803,4,29,Lamb Kebab,2023-05-28,19:49:14,Completed,345
1754,19,28,Lamb Kebab,2023-12-12,19:49:13,Completed,203
3288,3,50,Hyderabadi Biryani,2023-09-01,19:49:10,Not Fulfilled,292
8680,6,3,Samosa,2023-10-11,19:49:08,Completed,209
1080,8,42,Mutton Rogan Josh,2023-09-24,19:48:51,Completed,316
9444,5,26,Mutton Biryani,2023-06-16,19:48:46,Completed,199
621,1,33,Egg Curry,2023-03-08,19:48:38,Completed,200
9473,9,1,Paneer Lababdar,2023-03-14,19:48:31,Completed,501
1577,17,8,Egg Curry,2023-12-07,19:48:27,Completed,246
6713,5,35,Pasta Alfredo,2023-08-14,19:48:27,Completed,243
5666,17,59,Masala Dosa,2023-01-04,19:48:16,Completed,311
7884,6,42,Vegetable Fried Rice,2023-06-07,19:48:15,Completed,350
9542,7,31,Burger,2023-07-18,19:48:13,Completed,315
7355,4,19,Egg Curry,2023-03-07,19:48:07,Completed,277
3746,9,13,Chicken Biryani,2023-07-31,19:48:00,Completed,367
3636,9,22,Paneer Tikka,2023-02-06,19:47:56,Completed,336
6692,5,11,Grilled Chicken Sandwich,2023-10-01,19:47:50,Completed,296
976,2,15,Masala Dosa,2023-02-22,19:47:47,Completed,322
8459,7,17,Fish Curry,2023-06-07,19:47:36,Completed,260
2436,9,52,Prawn Masala,2023-12-20,19:47:33,Completed,310
6872,5,39,Chicken Shawarma,2023-02-25,19:47:26,Completed,316
3444,8,10,Fish Curry,2023-11-04,19:47:23,Not Fulfilled,219
3318,13,17,Mutton Rogan Josh,2023-11-17,19:47:19,Completed,343
9093,9,53,Lamb Kebab,2023-07-13,19:47:06,Completed,257
8909,8,8,Samosa,2023-11-23,19:46:56,Completed,324
6708,4,3,Paneer Lababdar,2023-01-21,19:46:50,Completed,224
9097,7,31,Vegetable Fried Rice,2023-03-14,19:46:45,Completed,220
1845,3,56,Paneer Butter Masala,2023-08-16,19:46:37,Completed,250
347,6,10,Masala Dosa,2023-03-20,19:46:23,Completed,318
3297,4,12,Burger,2023-12-22,19:46:23,Completed,280
4849,22,17,Chicken Biryani,2023-11-26,19:46:10,Completed,289
6415,16,12,Lamb Kebab,2023-10-11,19:46:09,Completed,237
5768,20,11,Grilled Chicken Sandwich,2023-11-21,19:46:08,Completed,235
1123,18,40,Prawn Masala,2023-06-14,19:46:03,Completed,207
9981,8,52,Burger,2023-12-27,19:45:50,Completed,477
4101,19,10,Paneer Butter Masala,2023-09-08,19:45:44,Completed,232
9974,5,24,Chicken Tikka,2023-05-24,19:45:36,Completed,259
1134,21,25,Chicken Biryani,2023-10-15,19:45:32,Completed,250
7133,8,50,Dal Makhani,2023-10-03,19:45:30,Completed,248
3185,14,8,Masala Dosa,2023-12-01,19:45:25,Not Fulfilled,209
1699,13,16,Masala Dosa,2023-09-26,19:45:07,Completed,208
4972,18,34,Pasta Alfredo,2023-12-06,19:45:05,Completed,243
7511,9,41,Chicken Biryani,2023-09-27,19:45:01,Completed,300
10,16,16,Chicken Biryani,2024-01-10,19:45:00,Completed,220
9665,8,51,Prawn Masala,2023-10-29,19:44:58,Completed,331
4233,20,56,Chicken Biryani,2023-09-26,19:44:56,Completed,273
6715,5,43,Pasta Alfredo,2023-10-30,19:44:50,Completed,654
9508,9,33,Dal Makhani,2023-05-10,19:44:48,Completed,303
8451,4,40,Mutton Rogan Josh,2023-12-30,19:44:44,Completed,270
855,14,52,Mutton Biryani,2023-10-30,19:44:28,Completed,488
7864,4,17,Chicken Biryani,2023-07-01,19:44:23,Completed,232
9098,8,25,Egg Curry,2023-10-27,19:44:22,Completed,280
9950,7,28,Chole Bhature,2023-12-12,19:44:14,Completed,301
5728,18,41,Butter Chicken,2023-12-14,19:44:07,Completed,260
6508,6,1,Mutton Biryani,2023-08-01,19:44:05,Completed,345
5105,16,35,Paneer Butter Masala,2023-09-04,19:44:01,Completed,248
3320,5,47,Egg Curry,2023-04-26,19:43:47,Completed,296
2358,19,3,Pasta Alfredo,2023-05-01,19:43:40,Completed,200
1799,15,15,Pasta Alfredo,2023-10-28,19:43:28,Completed,438
5656,20,17,Chicken Shawarma,2023-02-15,19:43:27,Completed,202
1104,20,38,Pasta Alfredo,2023-11-26,19:43:17,Completed,349
7261,8,2,Pasta Alfredo,2023-05-01,19:43:10,Completed,514
1798,18,20,Masala Dosa,2023-05-09,19:43:02,Completed,201
5392,20,56,Vegetable Fried Rice,2023-01-01,19:42:54,Completed,204
2015,1,22,Mutton Rogan Josh,2023-09-12,19:42:49,Completed,265
2200,11,2,Mutton Biryani,2023-04-21,19:42:40,Completed,265
3901,1,20,Pasta Alfredo,2023-09-14,19:42:39,Completed,337
4091,20,1,Lamb Kebab,2023-05-21,19:42:39,Completed,357
308,18,7,Paneer Butter Masala,2023-06-12,19:42:33,Completed,348
3903,22,17,Lamb Kebab,2023-12-02,19:42:21,Completed,220
5671,21,8,Masala Dosa,2023-10-12,19:42:17,Completed,254
4904,15,14,Mutton Biryani,2023-10-08,19:42:11,Completed,249
2978,17,30,Masala Dosa,2023-09-11,19:42:09,Completed,336
5797,19,6,Burger,2023-01-05,19:42:04,Completed,361
1840,1,59,Pasta Alfredo,2023-02-06,19:41:58,Completed,229
9874,6,21,Chole Bhature,2023-10-17,19:41:36,Completed,268
1951,18,54,Chicken Shawarma,2023-04-22,19:41:32,Completed,483
1054,11,17,Chicken Biryani,2023-12-16,19:41:31,Completed,535
5973,21,11,Paneer Tikka,2023-02-05,19:41:17,Completed,309
9669,7,17,Pizza,2023-08-31,19:41:11,Completed,603
9947,8,51,Burger,2023-12-23,19:41:10,Completed,316
696,2,54,Mutton Rogan Josh,2023-01-30,19:41:08,Completed,326
5366,21,35,Butter Chicken,2023-12-21,19:41:07,Completed,302
9762,4,47,Mutton Biryani,2023-04-23,19:40:51,Completed,645
6671,6,52,Chicken Biryani,2023-02-26,19:40:47,Completed,282
1273,13,1,Dal Makhani,2023-08-18,19:40:44,Completed,345
7118,8,19,Egg Curry,2023-12-15,19:40:42,Completed,283
5719,16,56,Mutton Rogan Josh,2023-12-10,19:40:40,Completed,219
1998,16,59,Fish Curry,2023-07-04,19:40:37,Completed,326
7076,6,17,Paneer Butter Masala,2023-05-11,19:40:33,Completed,637
3699,14,47,Grilled Chicken Sandwich,2023-08-21,19:40:23,Completed,214
4744,21,31,Prawn Masala,2023-07-01,19:40:16,Completed,214
9739,6,30,Egg Curry,2023-02-01,19:40:15,Completed,291
1496,4,60,Burger,2023-04-23,19:40:07,Completed,249
5432,18,1,Lamb Kebab,2023-05-21,19:40:03,Completed,274
3783,20,46,Chicken Biryani,2023-02-07,19:39:59,Completed,200
9753,4,32,Dal Makhani,2023-05-06,19:39:57,Completed,342
3331,1,7,Masala Dosa,2023-07-25,19:39:55,Completed,240
1275,7,29,Chicken Shawarma,2023-05-30,19:39:52,Completed,550
